trade_date,pearson,spearman
20230630,0.9942153227567317,0.9888326659973564
20230703,0.9942829698941089,0.9885441552096285
20230704,0.9946743143147244,0.9892267935999126
20230705,0.99450689121733,0.9886774346395271
20230706,0.9944171685539568,0.9889339140973369
20230707,0.9941110190665906,0.9879766331349389
20230710,0.9943695726348512,0.988367964390068
20230711,0.9946849751403068,0.9888138952628175
20230712,0.9945411407398537,0.9881314239084398
20230713,0.9942923744932922,0.9879624962401605
20230714,0.9944248665134812,0.988526744472243
20230717,0.9942272678090556,0.9881215619556487
20230718,0.9942043182937119,0.9882608720636158
20230719,0.9951267370830835,0.9904017767083075
20230720,0.9952874557736352,0.9907576800961148
20230721,0.995994483525777,0.9917177274727195
20230724,0.9964785607709127,0.9926110388709669
20230725,0.996431759120049,0.9926454672509554
20230726,0.9960830524557622,0.9919123108502774
20230727,0.997102678647961,0.9938404765268696
20230728,0.9967975397798916,0.9930577043562963
20230731,0.9967231788734083,0.992906798708513
20230801,0.997311345408531,0.9942793272666044
20230802,0.9973211748521215,0.9941368763994417
20230803,0.9973698065623096,0.9943996388800385
20230804,0.9966931239685761,0.9935044449068757
20230807,0.9959980792230608,0.9922365117224196
20230808,0.9960521384941088,0.9922778954846453
20230809,0.9961554987814175,0.9925662742780783
20230810,0.996295351522803,0.9927645420243806
20230811,0.9960822196105099,0.9917657535781771
20230814,0.9955833394527595,0.9907051153473255
20230815,0.9954197801931357,0.9901947203251147
20230816,0.9946221549494142,0.988746182224141
20230817,0.9938296403898547,0.986779571056025
20230818,0.9938161168629238,0.986492603720525
20230821,0.9937025023688685,0.9859657660081758
20230822,0.9925121619594339,0.9835519936517699
20230823,0.9925184259427539,0.9831634894522866
20230824,0.9923856157850511,0.9830560327712572
20230825,0.9904744190093231,0.979400820692116
20230828,0.9886536875217254,0.974262196685929
20230829,0.9837840291101313,0.961092121868162
20230830,0.9807095716632117,0.955804613870155
20230831,0.9812648672440424,0.9560320087080582
20230901,0.9824024279523115,0.9556089147393843
20230904,0.9822037326683208,0.9556998504794862
20230905,0.9824474216825301,0.9569024492200806
20230906,0.982821326855471,0.958101284623851
20230907,0.9832028151964629,0.9585838484041221
20230908,0.9835368831122135,0.9601266391404744
20230911,0.9841836470140034,0.9622887388768131
20230912,0.9848031096560691,0.9633929287498938
20230913,0.9858880217854028,0.9655687209594438
20230914,0.9861231825515734,0.9658459117484481
20230915,0.9866899021574483,0.9662582623581311
20230918,0.9866010824879428,0.966304788975954
20230919,0.987010789077731,0.9661950335052562
20230920,0.9867806271808883,0.9649527773265165
20230921,0.9859294716107586,0.9613612074095849
20230922,0.9886937659528078,0.9678044272704663
20230925,0.9902241592940417,0.9725245064802919
20230926,0.9945039892919647,0.9841491916197042
20230927,0.9963675730108875,0.9890517688831908
20230928,0.9960252792964518,0.9881868991892485
20231009,0.9966015106688207,0.9892758856119074
20231010,0.9971318914381089,0.9894066035131089
20231011,0.9970661163651474,0.9892200669286871
20231012,0.996846243095924,0.9886810952921129
20231013,0.9969081099322634,0.9891489989840815
20231016,0.9967128895340153,0.9885914836691826
20231017,0.9970797404927564,0.9895681901063017
20231018,0.9969892628256364,0.9890868446235511
20231019,0.9966541228710044,0.9878019766981013
20231020,0.996800619724933,0.9887174361732687
20231023,0.9966344915578612,0.9877262339481683
20231024,0.9955391795067606,0.983311298388673
20231025,0.9956843161796319,0.9853581652617361
20231026,0.9957447238247884,0.9860431518317949
20231027,0.9957360224540366,0.9871772730119696
20231030,0.9955959135801364,0.987700421846181
20231031,0.9956853202296759,0.9878926701220917
20231101,0.9955201432566968,0.9872880470286294
20231102,0.995441239355085,0.9873397368434268
20231103,0.9956022952411345,0.9878351529988966
20231106,0.9954094886220632,0.9874234096122338
20231107,0.9953159732166457,0.9872889713194193
20231108,0.9955387035142114,0.9879216863577023
20231109,0.9954472539886001,0.9872547560433069
20231110,0.9957353703201957,0.9880165962332449
20231113,0.9957883086142111,0.9883069072897307
20231114,0.9957679601336888,0.9883363388351034
20231115,0.9960362650002059,0.9893745524673997
20231116,0.9963129288988373,0.9901095834282946
20231117,0.9965234818312442,0.9906411087690674
20231120,0.99701359344642,0.9924919609318414
20231121,0.9966746371658307,0.9924919587745284
20231122,0.9945422847752109,0.9902890452677247
20231123,0.9946919121467501,0.9898342595311656
20231124,0.9928530140345411,0.9857776724954913
20231127,0.9924381797179632,0.9840023695549589
20231128,0.9922750005039467,0.9821537316425789
20231129,0.9910314803518728,0.9779629993950383
20231130,0.9911981052540211,0.9777780190231471
20231201,0.9916556489336685,0.9795719782637181
20231204,0.9921060822634593,0.9805691846915139
20231205,0.9917672256442898,0.9796995331351277
20231206,0.9920124769055438,0.9792285083484802
20231207,0.9926448312739611,0.9805472135896178
20231208,0.9933677886555413,0.9810732456249528
20231211,0.993226209436089,0.9805923726147817
20231212,0.9933054168387171,0.9803999456449161
20231213,0.9930913341493314,0.979343973283461
20231214,0.9932660396401614,0.9797799334240951
20231215,0.99356344069352,0.9797273630414736
20231218,0.9935232831757783,0.9785150542473016
20231219,0.9935811878027307,0.9795751214417068
20231220,0.9941320915000811,0.9832362868196983
20231221,0.9933936789910678,0.9789548211917947
20231222,0.9942402098608936,0.9819852725413261
20231225,0.9953659545683341,0.9845879125654355
20231226,0.9950875985264322,0.9843916314509746
20231227,0.9956136437235882,0.9853708860951926
20231228,0.9950744044738514,0.9839441889482428
20231229,0.9944223529179416,0.9812826129028553
20240102,0.9938313530462207,0.9796356900398716
20240103,0.9943517653339699,0.9827067465463619
20240104,0.9941583163509277,0.9826165921109983
20240105,0.993447175084691,0.9787487949876049
20240108,0.9932310162020725,0.9778015036228919
20240109,0.9935607248225458,0.977202353174647
20240110,0.9937541213680608,0.9781672043283512
20240111,0.9943257268349585,0.9803757536568176
